order,source,author.ID,name,variant.name,author.name,author.abbrev,standard.name,full.name,geog.author,geog.collector,family,family.obs,full.name1,tdwg.name,last.name,finger.print,family1,obs
3517,huh,47253,"Powell, Dulcie Alicia","Powell, Dulcie",D. A. Powell,D. A. Powell,D. A. Powell,"Powell, Dulcie Alicia",Jamaica; USA,Jamaica,Convolvulaceae,NA,Dulcie Alicia Powell,"Powell, D.A.",powell,adellopw,"BA Botany University of Tronoto 1952; MA Botany University of Tronto 1954; Arnold Arboretum Mercer Fellow, 1962-63; Institute of Jamaica, Kingston, Jamaica 1964; Arnold Arboretum Assistant Curator, 1966-1972. Publication: Stictocardia Tiliifolia (Convolvulaceae) Re-Evaluated. Daniel F. Austin, Dulcie A. Powell & Dan H. Nicolson, Brittonia 30(2): 195-198. Apr-Jun 1978. Example of Name Published: Evolvulus antillanus D. A. Powell, J. Arnold Arbor. 60(2): 225. 1979. [collector note: DPU]",
3518,huh,47253,"Powell, Dulcie Alicia","Powell, Dulcie",D. A. Powell,D. A. Powell,D. A. Powell,"Powell, Dulcie Alicia",Jamaica; USA,Jamaica,Convolvulaceae,NA,Dulcie Alicia Powell,"Powell, D.",powell,dellopw,"BA Botany University of Tronoto 1952; MA Botany University of Tronto 1954; Arnold Arboretum Mercer Fellow, 1962-63; Institute of Jamaica, Kingston, Jamaica 1964; Arnold Arboretum Assistant Curator, 1966-1972. Publication: Stictocardia Tiliifolia (Convolvulaceae) Re-Evaluated. Daniel F. Austin, Dulcie A. Powell & Dan H. Nicolson, Brittonia 30(2): 195-198. Apr-Jun 1978. Example of Name Published: Evolvulus antillanus D. A. Powell, J. Arnold Arbor. 60(2): 225. 1979. [collector note: DPU]",
3519,huh,47253,"Powell, Dulcie Alicia",Dulcie Alicia Powell,D. A. Powell,D. A. Powell,D. A. Powell,"Powell, Dulcie Alicia",Jamaica; USA,Jamaica,Convolvulaceae,NA,Dulcie Alicia Powell,"Powell, D.A.",powell,adellopw,"BA Botany University of Tronoto 1952; MA Botany University of Tronto 1954; Arnold Arboretum Mercer Fellow, 1962-63; Institute of Jamaica, Kingston, Jamaica 1964; Arnold Arboretum Assistant Curator, 1966-1972. Publication: Stictocardia Tiliifolia (Convolvulaceae) Re-Evaluated. Daniel F. Austin, Dulcie A. Powell & Dan H. Nicolson, Brittonia 30(2): 195-198. Apr-Jun 1978. Example of Name Published: Evolvulus antillanus D. A. Powell, J. Arnold Arbor. 60(2): 225. 1979. [collector note: DPU]",
3520,huh,11601,"Kessler, Paul Joseph Antonius","Kessler, Paul",Kessler,Kessler,P. J. A. Kessler,"Kessler, Paul Joseph Antonius",Netherlands,Brunei; Germany; Indonesia; Malaysia; Philippines; Thailand; Vietnam,Annonaceae,NA,Paul Joseph Antonius Kessler,"Kessler, P.J.A.",kessler,aeejklprss,"Example of Name Published: Goniothalamus majestatis Kessler in Blumea 41(1): 27. 1996. [author note: Annonaceae, Myrsinaceae; Tree Fl. SE Asia (Malesia); Pl. Ecology (Borneo & Sulawesi); Herb. Mgt. in Tropics; Col. at: A, B, BO, BRUN, E, GH, K, L, SAN, SAR, WAN] [collector note: A, B, BO, BRUN, E, GH, K, L, SAN, SAR, WAN]",
3521,huh,11601,"Kessler, Paul Joseph Antonius","Kessler, Paul",Kessler,Kessler,P. J. A. Kessler,"Kessler, Paul Joseph Antonius",Netherlands,Brunei; Germany; Indonesia; Malaysia; Philippines; Thailand; Vietnam,Annonaceae,NA,Paul Joseph Antonius Kessler,"Kessler, P.",kessler,eeklprss,"Example of Name Published: Goniothalamus majestatis Kessler in Blumea 41(1): 27. 1996. [author note: Annonaceae, Myrsinaceae; Tree Fl. SE Asia (Malesia); Pl. Ecology (Borneo & Sulawesi); Herb. Mgt. in Tropics; Col. at: A, B, BO, BRUN, E, GH, K, L, SAN, SAR, WAN] [collector note: A, B, BO, BRUN, E, GH, K, L, SAN, SAR, WAN]",
3522,huh,47139,"Fang, Rhui-cheng",Rhui-cheng Fang,R. C. Fang,R. C. Fang,R. C. Fang,"Fang, Rhui-cheng",China,China,Convolvulaceae,NA,Rhui-cheng Fang,"Fang, R.",fang,afgnr,"[author note: KUN; Convolvulaceae, Rhododendron] [collector note: KUN]",
3523,huh,47139,"Fang, Rhui-cheng",Rhui-zheng Fang,R. C. Fang,R. C. Fang,R. C. Fang,"Fang, Rhui-cheng",China,China,Convolvulaceae,NA,Rhui-cheng Fang,"Fang, R.",fang,afgnr,"[author note: KUN; Convolvulaceae, Rhododendron] [collector note: KUN]",
3524,huh,42999,"McPherson, Gordon D.",Gordon D. McPherson,McPherson,McPherson,G. D. McPherson,"McPherson, Gordon D.",New Caledonia; Panama; USA,New Caledonia; Panama; USA,Euphorbiaceae,NA,Gordon D. McPherson,"Mcpherson, G.D.",mcpherson,cdeghmnoprs,"[author note: MO: Convolvulaceae, Euphorbiaceae, floristics of New Caledonia and Panama] [collector note: BM, CAS, COL, CR, DUKE, K, LL, MEXU, MICH, MO (orig.), PMA, SCZ, US, UTD]",
3525,huh,83504,"Gonáalves, Maria Leonor",Maria Leonor Gonáalves,Gonáalves,Goná.,M. L. Gonáalves,"Gonáalves, Maria Leonor",Portugal,Portugal,Convolvulaceae,NA,Maria Leonor GonÁalves,"Goncalves, M.L.",goncalves,acegllmnosv,[author note: LISC: Cuscutaceae and Convolvulaceae of Flora Zambesiaca] [collector note: LISC],
3526,huh,45804,"Johnson, Robert William","Johnson, Bob",R. W. Johnson,R.W.Johnson,R. W. Johnson,"Johnson, Robert William",Australia (Country),Australia (Country),Convolvulaceae,NA,Robert William Johnson,"Johnson, R.W.",johnson,hjnnoorsw,"[author note: BRI; Herbarium computerization; ecolgy; Convolvulaceae] [collector note: AD, BRI, CANB, DNA, RSA] Example of Name Published: Bonamia alatisemina R. W. Johnson, Austrobaileya 2(4): 405. 1987.",
3527,huh,45804,"Johnson, Robert William","Johnson, Bob",R. W. Johnson,R.W.Johnson,R. W. Johnson,"Johnson, Robert William",Australia (Country),Australia (Country),Convolvulaceae,NA,Robert William Johnson,"Johnson, B.",johnson,bhjnnoos,"[author note: BRI; Herbarium computerization; ecolgy; Convolvulaceae] [collector note: AD, BRI, CANB, DNA, RSA] Example of Name Published: Bonamia alatisemina R. W. Johnson, Austrobaileya 2(4): 405. 1987.",
3528,huh,43310,"Robertson, Kenneth R.",K. R. Robertson,K. R. Robertson,K. R. Robertson,K. R. Robertson,"Robertson, Kenneth R.",USA,USA,Convolvulaceae,NA,Kenneth R. Robertson,"Robertson, K.R.",robertson,beknoorrrst,"[author note: ILLS; Rosaceae, Convolvulaceae, Illinois flora] [collector note: Illinois: ILLS]",
3529,huh,43059,"Matthew, Koyapillil Mathai",Koyapillil Mathai Matthew,K. M. Matthew,K. M. Matthew,K. M. Matthew,"Matthew, Koyapillil Mathai",India,India,Cornaceae,NA,Koyapillil Mathai Matthew,"Matthew, K.M.",matthew,aehkmmttw,"Example of Name Published: Mastixia eugenioides K. M. Matthew in Blumea 23: 73. 1976. Eponymy: Strobilanthes matthewiana R. W. Scotland (1998); Jasminum matthewi P. S. Green (2003). [author note: Peninsular Indian flora; Flora Malesiana Cornaceae] [collector note: K, RHT, SHC]",
3530,huh,66556,"Hatta, Hiroaki",Hiroaki Hatta,H. Hatta,H. Hatta,H. Hatta,"Hatta, Hiroaki",Japan,NA,Ericaceae,NA,Hiroaki Hatta,"Hatta, H.",hatta,aahhtt,"[author note: Tsukuba; Cornaceae, Ericaceae]",
3531,huh,12688,"Hess, William John","Hess, William J.",W. J. Hess,W. J. Hess,W. J. Hess,"Hess, William John",USA,USA,Cornaceae,NA,William John Hess,"Hess, W.J.",hess,ehjssw,"[author note: Herbarium and types: MOR; additional material at ARIZ, BRIT, MO, MOR, NA, NY, SMU, US. Rosaceae, Cornaceae, Tiliaceae] [collector note: MOR]",
3532,huh,12688,"Hess, William John","Hess, William J.",W. J. Hess,W. J. Hess,W. J. Hess,"Hess, William John",USA,USA,Tiliaceae,NA,William John Hess,"Hess, W.J.",hess,ehjssw,"[author note: Herbarium and types: MOR; additional material at ARIZ, BRIT, MO, MOR, NA, NY, SMU, US. Rosaceae, Cornaceae, Tiliaceae] [collector note: MOR]",
3533,huh,34696,"Hu, Wen-kwang",Wen-Kuang Hu,W. K. Hu,W. K. Hu,W. K. Hu,"Hu, Wen-kwang",China,China,Cornaceae,NA,Wen-kwang Hu,"Wen-Kwang, H.",wen-kwang,aeghknnww,[author note: SZ; Cornaceae] [collector note: Szechuan; SZ],
3534,huh,34696,"Hu, Wen-kwang",Wen-Kuang Hu,W. K. Hu,W. K. Hu,W. K. Hu,"Hu, Wen-kwang",China,China,Cornaceae,NA,Wen-kwang Hu,"Wen-Kuang, H.",wen-kuang,aeghknnuw,[author note: SZ; Cornaceae] [collector note: Szechuan; SZ],
3535,huh,25065,"Xiang, Qiu Yun","Xiang, Qiu-yun",Q. Y. Xiang,Q. Y. Xiang,Q. Y. Xiang,"Xiang, Qiu Yun",China; USA,China,Cornaceae,NA,Qiu Yun Xiang,"Xiang, Q.Y.",xiang,aginqxy,"[author note: Herbarium and types: NCSU, PE. Cornaceae and allies] [collector note: PE]",
3536,huh,25065,"Xiang, Qiu Yun","Xiang, Qiu-yun",Q. Y. Xiang,Q. Y. Xiang,Q. Y. Xiang,"Xiang, Qiu Yun",China; USA,China,Cornaceae,NA,Qiu Yun Xiang,"Xiang, Q.",xiang,aginqx,"[author note: Herbarium and types: NCSU, PE. Cornaceae and allies] [collector note: PE]",
3537,huh,25065,"Xiang, Qiu Yun",Qiu Yun Xiang,Q. Y. Xiang,Q. Y. Xiang,Q. Y. Xiang,"Xiang, Qiu Yun",China; USA,China,Cornaceae,NA,Qiu Yun Xiang,"Xiang, Q.Y.",xiang,aginqxy,"[author note: Herbarium and types: NCSU, PE. Cornaceae and allies] [collector note: PE]",
3538,huh,41158,"Lu, An-ming",An-ming Lu,A. M. Lu,A. M. Lu,A. M. Lu,"Lu, An-ming",China,China,Solanaceae,NA,An-ming Lu,"An-Ming, L.",an-ming,agilmnn,"[author note: PE; Hamamelidaceae, Solanaceae, Juglandaceae, Cucurbitaceae] [collector note: PE]",
3539,huh,41158,"Lu, An-ming",An-ming Lu,A. M. Lu,A. M. Lu,A. M. Lu,"Lu, An-ming",China,China,Juglandaceae,NA,An-ming Lu,"An-Ming, L.",an-ming,agilmnn,"[author note: PE; Hamamelidaceae, Solanaceae, Juglandaceae, Cucurbitaceae] [collector note: PE]",
3540,huh,41158,"Lu, An-ming",An-ming Lu,A. M. Lu,A. M. Lu,A. M. Lu,"Lu, An-ming",China,China,Cucurbitaceae,NA,An-ming Lu,"An-Ming, L.",an-ming,agilmnn,"[author note: PE; Hamamelidaceae, Solanaceae, Juglandaceae, Cucurbitaceae] [collector note: PE]",
3541,huh,20363,"Westra, Lubbert Ybele Theodoor","Westra, L. Y. T.",Westra,Westra,L. Y. T. Westra,"Westra, Lubbert Ybele Theodoor",Netherlands,Brazil; French Guiana; Netherlands; USA,Annonaceae,NA,Lubbert Ybele Theodoor Westra,"Westra, L.Y.T.",westra,aelrsttwy,"[author note: Leaf anatomy; neotropical Annonaceae] [collector note: Brazil - French Guiana (Oiapoque River region); DPU, F, GH, K, NY, U, US; Europe: DPU, U; United States: U (col. 1960 & 1961)]",
3542,huh,20363,"Westra, Lubbert Ybele Theodoor","Westra, L. Y. Th.",Westra,Westra,L. Y. T. Westra,"Westra, Lubbert Ybele Theodoor",Netherlands,Brazil; French Guiana; Netherlands; USA,Annonaceae,NA,Lubbert Ybele Theodoor Westra,"Westra, L.Y.T.",westra,aelrsttwy,"[author note: Leaf anatomy; neotropical Annonaceae] [collector note: Brazil - French Guiana (Oiapoque River region); DPU, F, GH, K, NY, U, US; Europe: DPU, U; United States: U (col. 1960 & 1961)]",
3543,huh,96612,"Liu, En De",En De Liu,E. D. Liu,E.D.Liu,E. D. Liu,"Liu, En De",China,NA,Buddlejaceae,NA,En De Liu,"Liu, E.",liu,eilu,"Research: Cucurbitaceae; Buddleja, Buddlejaceae; floristics. Example of Name Published: Buddleja subcapitata E.D.Liu & H. Peng in Ann. Bot. Fenn., 41(6): 467. 2004",
3544,huh,82636,"Ye, Neng-Gan",Neng-Gan Ye,N. G. Ye,N. G. Ye,N. G. Ye,"Ye, Neng-Gan",China,NA,Rosaceae,NA,Neng-Gan Ye,"Neng-Gan, Y.",neng-gan,aeggnnny,"[author note: GACP; Cucurbitaceae, Rosaceae (Maloideae), Solanaceae of Guizhou]",
3545,huh,82636,"Ye, Neng-Gan",Neng-Gan Ye,N. G. Ye,N. G. Ye,N. G. Ye,"Ye, Neng-Gan",China,NA,Solanaceae,NA,Neng-Gan Ye,"Neng-Gan, Y.",neng-gan,aeggnnny,"[author note: GACP; Cucurbitaceae, Rosaceae (Maloideae), Solanaceae of Guizhou]",
3546,huh,5805,"Zhang, Zhi-yun",NA,Zhi Y. Zhang,Zhi Y. Zhang,Zhi Yun Zhang,"Zhang, Zhi-yun",China,China,Cucurbitaceae,NA,Zhi-yun Zhang,"Zhang, Z.",zhang,aghnzz,"[author note: PE; Solanaceae, Cucurbitaceae, Orobanchaceae, Hamamelidaceae] [collector note: PE. Solanaceae, Hamamelidaceae, Cucurbitaceae, Orobanchaceae]",
3547,huh,5805,"Zhang, Zhi-yun",NA,Zhi Y. Zhang,Zhi Y. Zhang,Zhi Yun Zhang,"Zhang, Zhi-yun",China,China,Orobanchaceae,NA,Zhi-yun Zhang,"Zhang, Z.",zhang,aghnzz,"[author note: PE; Solanaceae, Cucurbitaceae, Orobanchaceae, Hamamelidaceae] [collector note: PE. Solanaceae, Hamamelidaceae, Cucurbitaceae, Orobanchaceae]",
3548,huh,5805,"Zhang, Zhi-yun",NA,Zhi Y. Zhang,Zhi Y. Zhang,Zhi Yun Zhang,"Zhang, Zhi-yun",China,China,Hamamelidaceae,NA,Zhi-yun Zhang,"Zhang, Z.",zhang,aghnzz,"[author note: PE; Solanaceae, Cucurbitaceae, Orobanchaceae, Hamamelidaceae] [collector note: PE. Solanaceae, Hamamelidaceae, Cucurbitaceae, Orobanchaceae]",
3549,huh,81735,"Rozefelds, Andrew Carl Frank","Rozefelds, Andrew Carl",Rozefelds,Rozefelds,A. C. F. Rozefelds,"Rozefelds, Andrew Carl Frank",Australia (Country),NA,Cunoniaceae,NA,Andrew Carl Frank Rozefelds,"Rozefelds, A.C.F.",rozefelds,acdeefflorsz,"[author note: HO; Cunoniaceae, Nothofagus, Palaeobotany, Gondwanic Flora, Syst. & Biogeogr. Tasmanian Flora; Col. at: BRI, CANB, HO, MEL, NSW, QRS]",
3550,huh,81735,"Rozefelds, Andrew Carl Frank","Rozefelds, Andrew Carl",Rozefelds,Rozefelds,A. C. F. Rozefelds,"Rozefelds, Andrew Carl Frank",Australia (Country),NA,Cunoniaceae,NA,Andrew Carl Frank Rozefelds,"Rozefelds, A.C.",rozefelds,acdeeflorsz,"[author note: HO; Cunoniaceae, Nothofagus, Palaeobotany, Gondwanic Flora, Syst. & Biogeogr. Tasmanian Flora; Col. at: BRI, CANB, HO, MEL, NSW, QRS]",
3551,huh,81189,"McIver, Elisabeth Ellen",Beth E. McIver,McIver,McIver,McIver,"McIver, Elisabeth Ellen",Canada,NA,Cupressaceae,NA,Elisabeth Ellen McIver,"Mciver, E.E.",mciver,ceeeimrv,[author note: Univ. Saskatchewan; Cupressaceae],
3552,huh,81189,"McIver, Elisabeth Ellen",Beth E. McIver,McIver,McIver,McIver,"McIver, Elisabeth Ellen",Canada,NA,Cupressaceae,NA,Elisabeth Ellen McIver,"Mciver, B.E.",mciver,bceeimrv,[author note: Univ. Saskatchewan; Cupressaceae],
3553,huh,35851,"Hall, Marion Trufant",Marion Trufant Hall,M. T. Hall,M. T. Hall,M. T. Hall,"Hall, Marion Trufant",USA,Mexico; USA,Cupressaceae,NA,Marion Trufant Hall,"Hall, M.T.",hall,ahllmt,"[author note: Herbarium and types: MOR; additional material at F, MO, OKL. Cytotaxonomy of Cupressaceae] [collector note: F, MO, MOR, OKL]",
3554,huh,80999,"Nelson, Cirilo",C. H. Nelson,C. Nelson,C. Nelson,C. Nelson,"Nelson, Cirilo",Honduras,Honduras,Cyrillaceae,NA,Cirilo Nelson,"Nelson, C.",nelson,celnnos,"Name Published: Haptanthus Goldberg & C. Nelson, Syst. Bot. 14(1): 16. 1989. [author note: TEFH; Honduran flora, Mesoamerican Haemodoraceae and Cyrillaceae [Cirilo provided a portion of the data on 6 Nov 2000]] [collector note: MO, TEFH (orig.)]",
3555,huh,80999,"Nelson, Cirilo",C. H. Nelson,C. Nelson,C. Nelson,C. Nelson,"Nelson, Cirilo",Honduras,Honduras,Cyrillaceae,NA,Cirilo Nelson,"Nelson, C.H.",nelson,cehlnnos,"Name Published: Haptanthus Goldberg & C. Nelson, Syst. Bot. 14(1): 16. 1989. [author note: TEFH; Honduran flora, Mesoamerican Haemodoraceae and Cyrillaceae [Cirilo provided a portion of the data on 6 Nov 2000]] [collector note: MO, TEFH (orig.)]",
3556,huh,80999,"Nelson, Cirilo","Nelson S., Cirilo",C. Nelson,C. Nelson,C. Nelson,"Nelson, Cirilo",Honduras,Honduras,Haemodoraceae,NA,Cirilo Nelson,"Nelson, C.",nelson,celnnos,"Name Published: Haptanthus Goldberg & C. Nelson, Syst. Bot. 14(1): 16. 1989. [author note: TEFH; Honduran flora, Mesoamerican Haemodoraceae and Cyrillaceae [Cirilo provided a portion of the data on 6 Nov 2000]] [collector note: MO, TEFH (orig.)]",
3557,huh,80999,"Nelson, Cirilo","Nelson S., Cirilo",C. Nelson,C. Nelson,C. Nelson,"Nelson, Cirilo",Honduras,Honduras,Haemodoraceae,NA,Cirilo Nelson,"Nelson S., Cirilo",nelson,ceiillnnoorss,"Name Published: Haptanthus Goldberg & C. Nelson, Syst. Bot. 14(1): 16. 1989. [author note: TEFH; Honduran flora, Mesoamerican Haemodoraceae and Cyrillaceae [Cirilo provided a portion of the data on 6 Nov 2000]] [collector note: MO, TEFH (orig.)]",
3558,huh,80999,"Nelson, Cirilo","Nelson Sutherland, Cyril Hardy",C. Nelson,C. Nelson,C. Nelson,"Nelson, Cirilo",Honduras,Honduras,Haemodoraceae,NA,Cirilo Nelson,"Nelson, C.",nelson,celnnos,"Name Published: Haptanthus Goldberg & C. Nelson, Syst. Bot. 14(1): 16. 1989. [author note: TEFH; Honduran flora, Mesoamerican Haemodoraceae and Cyrillaceae [Cirilo provided a portion of the data on 6 Nov 2000]] [collector note: MO, TEFH (orig.)]",
3559,huh,80999,"Nelson, Cirilo","Nelson Sutherland, Cyril Hardy",C. Nelson,C. Nelson,C. Nelson,"Nelson, Cirilo",Honduras,Honduras,Haemodoraceae,NA,Cirilo Nelson,"Nelson Sutherland, C.H.",sutherland,acdeehhllnnnorsstu,"Name Published: Haptanthus Goldberg & C. Nelson, Syst. Bot. 14(1): 16. 1989. [author note: TEFH; Honduran flora, Mesoamerican Haemodoraceae and Cyrillaceae [Cirilo provided a portion of the data on 6 Nov 2000]] [collector note: MO, TEFH (orig.)]",
3560,huh,80999,"Nelson, Cirilo","Nelson, Cirilo H.",C. Nelson,C. Nelson,C. Nelson,"Nelson, Cirilo",Honduras,Honduras,Haemodoraceae,NA,Cirilo Nelson,"Nelson, C.",nelson,celnnos,"Name Published: Haptanthus Goldberg & C. Nelson, Syst. Bot. 14(1): 16. 1989. [author note: TEFH; Honduran flora, Mesoamerican Haemodoraceae and Cyrillaceae [Cirilo provided a portion of the data on 6 Nov 2000]] [collector note: MO, TEFH (orig.)]",
3561,huh,80999,"Nelson, Cirilo","Nelson, Cirilo H.",C. Nelson,C. Nelson,C. Nelson,"Nelson, Cirilo",Honduras,Honduras,Haemodoraceae,NA,Cirilo Nelson,"Nelson, C.H.",nelson,cehlnnos,"Name Published: Haptanthus Goldberg & C. Nelson, Syst. Bot. 14(1): 16. 1989. [author note: TEFH; Honduran flora, Mesoamerican Haemodoraceae and Cyrillaceae [Cirilo provided a portion of the data on 6 Nov 2000]] [collector note: MO, TEFH (orig.)]",
3562,huh,3467,"Maas, Paulus Johannes Maria","Maas, P. J. M. et alia",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Burmanniaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M.",maas,aajmmps,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",
3563,huh,3467,"Maas, Paulus Johannes Maria","Maas, P. J. M. et alia",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Cannaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M.",maas,aajmmps,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",
3564,huh,3467,"Maas, Paulus Johannes Maria","Maas, P. J. M. et alia",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Gentianaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M.",maas,aajmmps,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",
3565,huh,3467,"Maas, Paulus Johannes Maria","Maas, P. J. M. et alia",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Zingiberaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M.",maas,aajmmps,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",
3566,huh,3467,"Maas, Paulus Johannes Maria","Maas, P. J. M. et alia",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Annonaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M.",maas,aajmmps,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",
3567,huh,43344,"Ashton, Peter Shaw",Peter Shaw Ashton,P. S. Ashton,P. S. Ashton,P. S. Ashton,"Ashton, Peter Shaw",USA,Brunei; Cambodia; China; Indonesia; Malaysia; Philippines; Sri Lanka; USA; Vietnam,Dipterocarpaceae,NA,Peter Shaw Ashton,"Ashton, P.S.",ashton,ahnopsst,"[author note: Dipterocarpaceae; floristics of Borneo: Pl. Geogr. Trop. Asia; Ecol. Biogeorgr. Ditercarp Forest] [collector note: A, BK, BM, BO, BRUN, CAL, IBSC, K, KEP, L, P, PDA, PNH, SAN, SAR, SING, US]",
3568,huh,43344,"Ashton, Peter Shaw","Ashton, Peter S.",P. S. Ashton,P. S. Ashton,P. S. Ashton,"Ashton, Peter Shaw",USA,Brunei; Cambodia; China; Indonesia; Malaysia; Philippines; Sri Lanka; USA; Vietnam,Dipterocarpaceae,NA,Peter Shaw Ashton,"Ashton, P.S.",ashton,ahnopsst,"[author note: Dipterocarpaceae; floristics of Borneo: Pl. Geogr. Trop. Asia; Ecol. Biogeorgr. Ditercarp Forest] [collector note: A, BK, BM, BO, BRUN, CAL, IBSC, K, KEP, L, P, PDA, PNH, SAN, SAR, SING, US]",
3569,huh,3467,"Maas, Paulus Johannes Maria","Maas, Paulus J. M.",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Gentianaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M.",maas,aajmmps,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",
3570,huh,3467,"Maas, Paulus Johannes Maria","Maas, Paulus J. M.",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Zingiberaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M.",maas,aajmmps,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",
3571,huh,3467,"Maas, Paulus Johannes Maria","Maas, Paulus J. M.",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Annonaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M.",maas,aajmmps,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",
3572,huh,10648,"Tao, Guo-Da",Guo-da Tao,G. D. Tao,G. D. Tao,G. D. Tao,"Tao, Guo-Da",China,China,Dipterocarpaceae,NA,Guo-Da Tao,"Tao, G.",tao,agot,[author note: HITBC; Dipterocarpaceae] [collector note: HITBC],
